central,fecha (mm-aaaa),caudal (m^3/s)
tucapel,05-1996,19.020966616768447
tucapel,06-1996,22.845886138037457
tucapel,07-1996,63.20365655455923
tucapel,08-1996,48.48978216150343
tucapel,09-1996,72.28719691879513
tucapel,10-1996,57.286200871765345
tucapel,11-1996,72.19139396825639
tucapel,12-1996,62.63655940449851
tucapel,01-1997,20.843296496312217
tucapel,02-1997,31.02280896707267
tucapel,03-1997,33.18652597930823
tucapel,04-1997,40.62970146075908
tucapel,05-1997,43.30201924864624
tucapel,06-1997,99.06877013767186
tucapel,07-1997,76.14511247851003
tucapel,08-1997,71.45235985610833
tucapel,09-1997,89.49275880030119
tucapel,10-1997,55.05387262808662
tucapel,11-1997,46.8104805419547
tucapel,12-1997,27.228593895966107
tucapel,01-1998,19.421409942849593
tucapel,02-1998,18.563391162266715
tucapel,03-1998,19.873377646053427
tucapel,04-1998,65.37644254302137
tucapel,05-1998,42.86976234002992
tucapel,06-1998,35.139399911429805
tucapel,07-1998,36.87709853506734
tucapel,08-1998,40.187009913593855
tucapel,09-1998,31.497041097801407
tucapel,10-1998,15.888354766331517
tucapel,11-1998,21.03362388687275
tucapel,12-1998,18.19121707294742
tucapel,01-1999,25.61612836326407
tucapel,02-1999,38.91212661583752
tucapel,03-1999,25.662023063185885
tucapel,04-1999,11.605728729676061
tucapel,05-1999,23.927588194531673
tucapel,06-1999,45.855880158766155
tucapel,07-1999,47.147261590151814
tucapel,08-1999,66.55172320645164
tucapel,09-1999,113.30107253002998
tucapel,10-1999,36.61531119160158
tucapel,11-1999,31.65185302103202
tucapel,12-1999,23.243615750617504
tucapel,01-2000,26.05072304961393
tucapel,02-2000,18.239699338397312
tucapel,03-2000,19.200638677791794
tucapel,04-2000,11.39177426777858
tucapel,05-2000,19.628068683621066
tucapel,06-2000,132.67465153123567
tucapel,07-2000,120.14238511868284
tucapel,08-2000,51.589252316041296
tucapel,09-2000,76.24118516762914
tucapel,10-2000,54.03911321311402
tucapel,11-2000,35.5345697677362
tucapel,12-2000,25.336323405644585
tucapel,01-2001,32.04439464808095
tucapel,02-2001,35.42879304692447
tucapel,03-2001,30.42248682988438
tucapel,04-2001,12.93830991845031
tucapel,05-2001,105.3361393753579
tucapel,06-2001,75.30636552524942
tucapel,07-2001,204.55199116516405
tucapel,08-2001,101.48088817868722
tucapel,09-2001,55.555703035353325
tucapel,10-2001,33.52335895670977
tucapel,11-2001,28.455883035765677
tucapel,12-2001,33.23985781111808
tucapel,01-2002,9.067788106731554
tucapel,02-2002,26.92683340545532
tucapel,03-2002,28.72162599122851
tucapel,04-2002,34.051999992190666
tucapel,05-2002,37.76367490898474
tucapel,06-2002,66.67850487104634
tucapel,07-2002,42.7236863025818
tucapel,08-2002,58.18054436258923
tucapel,09-2002,53.61516867044192
tucapel,10-2002,79.96955028519581
tucapel,11-2002,5.255058686983923
tucapel,12-2002,44.305688293787135
tucapel,01-2003,14.633327524433685
tucapel,02-2003,24.09920183386951
tucapel,03-2003,23.056091438678912
tucapel,04-2003,26.29202435899776
tucapel,05-2003,21.386220426823275
tucapel,06-2003,55.1840886348297
tucapel,07-2003,37.07349587026
tucapel,08-2003,17.400419953408985
tucapel,09-2003,17.819484796167675
tucapel,10-2003,18.943691724707254
tucapel,11-2003,20.255774089666872
tucapel,12-2003,11.567222257881971
tucapel,01-2004,27.28096580718082
tucapel,02-2004,33.722935691240906
tucapel,03-2004,32.473360899418026
tucapel,04-2004,24.134326728230377
tucapel,05-2004,6.814666903655961
tucapel,06-2004,22.007834736963314
tucapel,07-2004,73.42214054187758
tucapel,08-2004,51.43181730880812
tucapel,09-2004,41.416426396526106
tucapel,10-2004,19.916880540056454
tucapel,11-2004,42.744414493748216
tucapel,12-2004,32.51268706126114
tucapel,01-2005,28.1737587212587
tucapel,02-2005,29.10658805975309
tucapel,03-2005,26.553878144785475
tucapel,04-2005,23.948948586961745
tucapel,05-2005,60.38259592111112
tucapel,06-2005,80.32997845845622
tucapel,07-2005,79.29388398521859
tucapel,08-2005,75.61138008132234
tucapel,09-2005,60.7842959147559
tucapel,10-2005,17.540980430280857
tucapel,11-2005,27.193506353251557
tucapel,12-2005,31.747224964888467
tucapel,01-2006,23.273682989174084
tucapel,02-2006,18.157432115341408
tucapel,03-2006,12.65992331405126
tucapel,04-2006,12.333832750358525
tucapel,05-2006,14.159472406965232
tucapel,06-2006,47.82245400246347
tucapel,07-2006,92.17705679883564
tucapel,08-2006,96.5758060553661
tucapel,09-2006,77.03566567088119
tucapel,10-2006,48.120522478884716
tucapel,11-2006,29.006927932913673
tucapel,12-2006,30.610585669879804
tucapel,01-2007,3.764437215516354
tucapel,02-2007,3.2128607411912102
tucapel,03-2007,4.175773646084696
tucapel,04-2007,24.091294937131174
tucapel,05-2007,23.597013834138263
tucapel,06-2007,24.042895224951174
tucapel,07-2007,57.28178669605752
tucapel,08-2007,39.39547833338855
tucapel,09-2007,37.62421394012129
tucapel,10-2007,32.15164520960584
tucapel,11-2007,12.64183692022548
tucapel,12-2007,2.34819035472114
tucapel,01-2008,26.187746421346425
tucapel,02-2008,22.32069124396741
tucapel,03-2008,10.190275355843413
tucapel,04-2008,18.709851815404164
tucapel,05-2008,35.95423211232634
tucapel,06-2008,69.35709248525828
tucapel,07-2008,77.21318988529617
tucapel,08-2008,97.21232081037016
tucapel,09-2008,77.99399575714196
tucapel,10-2008,59.28554002205641
tucapel,11-2008,49.777849286473085
tucapel,12-2008,23.102507293342832
tucapel,01-2009,27.241361509315634
tucapel,02-2009,31.11757709346758
tucapel,03-2009,31.072347805462808
tucapel,04-2009,21.322166614120114
tucapel,05-2009,27.768948876676955
tucapel,06-2009,25.847682718131637
tucapel,07-2009,38.15091216090368
tucapel,08-2009,43.71264640358814
tucapel,09-2009,36.44617493477497
tucapel,10-2009,32.22259513057148
tucapel,11-2009,18.594958897878975
tucapel,12-2009,22.86891552705442
tucapel,01-2010,19.196268540533048
tucapel,02-2010,17.681800437077698
tucapel,03-2010,19.10253515189207
tucapel,04-2010,20.420687756830603
tucapel,05-2010,4.376299260746634
tucapel,06-2010,1.8575707188014536
tucapel,07-2010,19.90494030636831
tucapel,08-2010,16.54088762180994
tucapel,09-2010,17.006538408921173
tucapel,10-2010,9.175144479499998
tucapel,11-2010,13.390013507836867
tucapel,12-2010,15.66011784160633
tucapel,01-2011,30.961176365661274
tucapel,02-2011,28.986664457802163
tucapel,03-2011,21.236950030069426
tucapel,04-2011,29.71215334945734
tucapel,05-2011,24.806053292997632
tucapel,06-2011,41.030869168590684
tucapel,07-2011,39.33516863007675
tucapel,08-2011,54.942318355745925
tucapel,09-2011,54.06410582971197
tucapel,10-2011,45.820872332398885
tucapel,11-2011,53.219503021585695
tucapel,12-2011,36.61065239427814
tucapel,01-2012,25.853656391090126
tucapel,02-2012,26.11232120666586
tucapel,03-2012,22.992213039878255
tucapel,04-2012,17.407150578999016
tucapel,05-2012,20.687239883661938
tucapel,06-2012,28.95460428334689
tucapel,07-2012,40.19716824529218
tucapel,08-2012,18.93431382359582
tucapel,09-2012,23.602167740925427
tucapel,10-2012,20.009595612580558
tucapel,11-2012,25.601249154171253
tucapel,12-2012,29.27109141797225
tucapel,01-2013,21.86100870534168
tucapel,02-2013,27.171847575083014
tucapel,03-2013,22.746152370052275
tucapel,04-2013,23.395026962397885
tucapel,05-2013,16.97292028275834
tucapel,06-2013,37.062202501924034
tucapel,07-2013,10.506771990018613
tucapel,08-2013,27.710849480189317
tucapel,09-2013,43.66659233698157
tucapel,10-2013,23.72483141803965
tucapel,11-2013,14.431583576403412
tucapel,12-2013,15.916734051244934
tucapel,01-2014,13.663710546236672
tucapel,02-2014,20.891239855346832
tucapel,03-2014,30.614756288661702
tucapel,04-2014,33.46289596882572
tucapel,05-2014,28.998750162024383
tucapel,06-2014,50.44644750000003
tucapel,07-2014,34.911270986140885
tucapel,08-2014,89.22961999599568
tucapel,09-2014,39.66406927688699
tucapel,10-2014,42.867564761768996
tucapel,11-2014,25.680167010602283
tucapel,12-2014,14.783315972794767
tucapel,01-2015,4.004070831350619
tucapel,02-2015,0.0
tucapel,03-2015,0.0
tucapel,04-2015,0.0
tucapel,05-2015,0.0
tucapel,06-2015,37.79049228363409
tucapel,07-2015,81.0716325986811
tucapel,08-2015,194.45429558426494
tucapel,09-2015,125.49331949889114
tucapel,10-2015,98.11739206061223
tucapel,11-2015,70.9736545574568
tucapel,12-2015,21.06912649660794
tucapel,01-2016,7.6877537638052225
tucapel,02-2016,6.697583768135558
tucapel,03-2016,5.659244450176491
tucapel,04-2016,5.317572305027549
tucapel,05-2016,3.2509586162032122
tucapel,06-2016,8.194449607124653
tucapel,07-2016,33.547212289293995
tucapel,08-2016,81.65525710066971
tucapel,09-2016,35.42084954903895
tucapel,10-2016,30.693120618231116
tucapel,11-2016,15.163967648961087
tucapel,12-2016,1.195629610208203
tucapel,01-2017,18.153432303046426
tucapel,02-2017,31.425723127256468
tucapel,03-2017,24.10685868274016
tucapel,04-2017,0.0
tucapel,05-2017,18.1949761719137
tucapel,06-2017,121.4422652166979
tucapel,07-2017,2.56092794517064
tucapel,08-2017,20.032649035040507
tucapel,09-2017,5.841647385849615
tucapel,10-2017,57.141022507040375
tucapel,11-2017,54.36091697235793
tucapel,12-2017,20.518554861252575
tucapel,01-2018,23.64439341557646
tucapel,02-2018,28.667863137835024
tucapel,03-2018,27.854876742546956
tucapel,04-2018,8.566116599947135
tucapel,05-2018,5.696578876597654
tucapel,06-2018,0.0
tucapel,07-2018,0.0
tucapel,08-2018,0.0
tucapel,09-2018,10.39523045970964
tucapel,10-2018,48.79358212480125
tucapel,11-2018,38.7751088031242
tucapel,12-2018,11.415344158640632
tucapel,01-2019,25.90197628140988
tucapel,02-2019,24.572113154213355
tucapel,03-2019,27.560985069976784
tucapel,04-2019,20.040947842127974
tucapel,05-2019,30.493608393152186
tucapel,06-2019,50.72495366473808
tucapel,07-2019,62.19546834797225
tucapel,08-2019,21.806130007725343
tucapel,09-2019,12.217705368685886
tucapel,10-2019,36.51939966341122
tucapel,11-2019,17.541394028157317
tucapel,12-2019,16.696336594560663
tucapel,01-2020,30.439579457738105
tucapel,02-2020,30.18197923305305
tucapel,03-2020,23.42365138144666
tucapel,04-2020,21.99006600773816
tucapel,05-2020,26.102757698576077
tucapel,06-2020,39.909531026756255
tucapel,07-2020,119.45246131192613
tucapel,08-2020,79.27069392685432
tucapel,09-2020,56.753648453123425
tucapel,10-2020,44.71269868951613
tucapel,11-2020,32.8091437065424
tucapel,12-2020,11.876433930866712
tucapel,01-2021,4.467180830114295
tucapel,02-2021,2.778742734392311
tucapel,03-2021,0.0
tucapel,04-2021,0.0
tucapel,05-2021,9.610977348462031
tucapel,06-2021,60.994056770627225
tucapel,07-2021,11.139331724999867
tucapel,08-2021,35.14518657378636
tucapel,09-2021,44.88201436107634
tucapel,10-2021,26.08268271731611
tucapel,11-2021,5.057115003376392
tucapel,12-2021,0.0
tucapel,01-2022,20.88755512263352
tucapel,02-2022,21.364613820253634
tucapel,03-2022,20.23782939527836
tucapel,04-2022,36.63207438010734
tucapel,05-2022,27.92381106784147
tucapel,06-2022,47.44336344308484
tucapel,07-2022,104.54289558791913
tucapel,08-2022,95.41889827772647
tucapel,09-2022,47.00132414462955
tucapel,10-2022,44.55365697763714
tucapel,11-2022,27.20616682311868
tucapel,12-2022,14.231722958823608
tucapel,01-2023,17.118089035714274
tucapel,02-2023,25.639427305571743
tucapel,03-2023,28.905168679858985
tucapel,04-2023,22.02540816612802
tucapel,05-2023,28.117425866752416
tucapel,06-2023,121.26029006762175
tucapel,07-2023,54.39202153723038
tucapel,08-2023,122.08652554464281
tucapel,09-2023,97.67248364285717
tucapel,10-2023,5.776209928571422
tucapel,11-2023,0.0
tucapel,12-2023,0.0
